player_id,first_name,last_name,address_line1,city,state,zip_code,cmp_card_tier,q2_adt_amount,q2_total_trips,q2_total_coin_in
CMP-101248,Justin,Ford,567 Joseph Tunnel,Hollywood,FL,34504,Gold,120.09,3,2289.82
CMP-101249,Tina,Dixon,0991 David Pass,Miami,FL,33477,Classic,88.69,3,1849.06
CMP-101250,Kelsey,Short,89652 Ramos Ramp,Hollywood,FL,33011,Classic,32.01,2,376.68
CMP-101251,Henry,Moreno,6179 Navarro Lodge,Miami,FL,33064,Classic,28.85,4,727.84
CMP-101252,Kimberly,Barton,48209 Nelson Ford Suite 912,Miami,FL,34783,Classic,21.33,2,256.7
CMP-101253,Debbie,Pope,2526 Greene Turnpike Suite 806,West Palm Beach,FL,34135,Platinum,707.64,6,33201.74
CMP-101254,Todd,Caldwell,3288 David Parkway Suite 134,Pembroke Pines,FL,34219,Classic,31.95,5,1194.14
CMP-101255,Jonathan,Perez,770 Sanford Isle,Fort Lauderdale,FL,33134,Gold,285.5,1,1631.02
CMP-101256,Eric,Jones,7732 Amy Point,West Palm Beach,FL,32616,Classic,63.72,5,2567.71
CMP-101257,Beverly,Ramirez,7342 Moran Mountain,Fort Lauderdale,FL,33474,Gold,206.16,2,2412.95
CMP-101258,Tyler,Campbell,274 Lee Ridges,Miami,FL,32176,Classic,39.26,2,508.14
CMP-101259,Pamela,Spencer,406 Mary Pike,Boca Raton,FL,32896,Classic,49.45,2,627.22
CMP-101260,Aaron,David,3949 Caldwell Forest,Hollywood,FL,33848,Classic,82.92,7,4572.09
CMP-101261,Trevor,Small,63850 Marshall Crossroad,Fort Lauderdale,FL,34814,Multi-Platinum,1902.33,3,40334.92
CMP-101262,Denise,Potter,390 romero square,Hollywood,FL,00000,Gold,191.49,5,7175.3
CMP-101263,Mary,Hayes,721 Spears Meadow Apt. 384,Pembroke Pines,FL,32472,Classic,99.31,8,4406.91
CMP-101264,Brian,Payne,6601 Ann Squares Suite 805,Hollywood,FL,33365,Gold,179.38,4,5828.6
CMP-101265,Paul,Lee,27219 Rivera Drive,Hollywood,FL,32022,Classic,60.55,5,2278.82
CMP-101266,Victoria,Franklin,9002 Victor Cliff Apt. 654,Hollywood,FL,34170,Classic,65.87,5,1855.54
CMP-101267,James,Obrien,7607 Brown Station Apt. 536,Pembroke Pines,FL,34513,Gold,222.04,6,8251.87
CMP-101268,Tracy,Walter,2056 Rhonda Dale Suite 910,Hollywood,FL,32762,Classic,49.46,5,1381.17
CMP-101269,Daniel,Gonzales,93760 Williams Islands Apt. 644,Hollywood,FL,33745,Classic,59.18,2,967.76
CMP-101270,Justin,Garcia,220 Watts Mountain,Hollywood,FL,34476,Classic,92.7,6,3706.05
CMP-101271,James,Medina,537 Adam Mills,Fort Lauderdale,FL,34347,Platinum,394.68,6,16308.66
CMP-101272,Paul,Warren,72094 Denise Circles,Miami,FL,33739,Gold,142.13,4,3539.79
CMP-101273,Mike,Figueroa,82560 Kyle Cape,Hollywood,FL,34924,Platinum,506.71,5,15776.62
CMP-101274,Marvin,Gallegos,659 Kevin Plaza Suite 530,Miami,FL,34420,Classic,50.19,3,1229.81
CMP-101275,Joshua,Barnes,51618 Michelle Islands,Fort Lauderdale,FL,34941,Classic,40.07,6,1866.21
CMP-101276,Mark,Sexton,8460 Joseph Manors,Pembroke Pines,FL,32953,Gold,216.12,3,5139.35
CMP-101277,Shane,Moore,835 Curtis Streets,Fort Lauderdale,FL,32608,Gold,236.49,4,7404.51
CMP-101278,Mary,Gardner,64038 William Ford Suite 644,Hollywood,FL,33569,Classic,54.96,2,658.23
CMP-101279,Samuel,Johnson,662 Howe Ramp,Boca Raton,FL,32194,Classic,41.01,3,911.32
CMP-101280,Desiree,Lee,4076 Parsons Shoal Apt. 501,Hollywood,FL,33221,Platinum,561.48,4,15631.51
CMP-101281,Susan,Miranda,70274 Bryant Landing Suite 125,Hollywood,FL,32315,Classic,63.9,4,1944.4
CMP-101282,Martin,Fox,96774 Mary Route Suite 676,Pembroke Pines,FL,32428,Platinum,317.98,2,4448.28
CMP-101283,Jennifer,Silva,3885 Sheryl Summit Suite 779,Pembroke Pines,FL,34537,Platinum,312.06,1,2201.48
CMP-101284,Clayton,Li,2921 Sanchez Path Suite 757,Miami,FL,33904,Classic,21.64,4,604.3
CMP-101285,Danielle,Murphy,6277 Julie Drive,Miami,FL,33409,Classic,82.19,11,7348.5
CMP-101286,Xavier,Rodgers,018 Anthony Radial Suite 378,Hollywood,FL,34935,Classic,55.27,2,803.24
CMP-101287,Rick,Kennedy,88824 Marcus Well,Boca Raton,FL,33468,Platinum,609.13,4,15959.21
CMP-101288,Colin,Kelley,3498 Leonard Cove Suite 720,Hollywood,FL,33970,Classic,35.49,2,483.94
CMP-101289,Jessica,Avila,585 Rachel Mount Suite 341,Pembroke Pines,FL,34708,Platinum,678.97,4,17491.0
CMP-101290,Susan,Martinez,64456 Sean Park,Fort Lauderdale,FL,33783,Classic,17.95,3,318.96
CMP-101291,Curtis,Woods,64895 Gonzalez Ridges,Boca Raton,FL,32189,Multi-Platinum,2272.27,3,48801.51
CMP-101292,Debra,Schaefer,58120 Sandoval Alley,West Palm Beach,FL,32604,Gold,283.93,2,3322.23
CMP-101293,Keith,Vargas,089 Griffin Isle Apt. 770,Miami,FL,34006,Multi-Platinum,2332.1,3,51303.21
CMP-101294,Nicholas,Graham,30502 Joshua Corners,Fort Lauderdale,FL,34051,Classic,48.53,2,668.27
CMP-101295,Jessica,Walter,07780 Katie Well,Hollywood,FL,33484,Platinum,564.65,4,16430.06
CMP-101296,Anna,Oliver,62943 Gabriel Lakes,Hollywood,FL,32378,Gold,206.51,4,6381.71
CMP-101297,Jessica,Braun,1004 Stacey Drive,Fort Lauderdale,FL,34180,Classic,30.39,3,593.04
CMP-101298,Gary,James,28762 Martin Extension,Miami,FL,32178,Classic,45.83,5,1809.14
CMP-101299,Gary,Lewis,5127 Kara Divide Suite 522,Hollywood,FL,33019,Platinum,516.54,7,28812.6
CMP-101300,Drew,Wright,776 Thompson Union,West Palm Beach,FL,33680,Classic,22.38,6,739.75
CMP-101301,Ryan,Flores,6429 Hobbs Unions Suite 916,West Palm Beach,FL,34370,Classic,58.45,5,1796.11
CMP-101302,Jason,Obrien,643 Carrillo Overpass,West Palm Beach,FL,34887,Classic,93.02,3,1684.03
CMP-101303,Stacy,Jones,0933 ramirez well,Boca Raton,FL,32656,Gold,258.14,3,4291.23
CMP-101304,Kimberly,Bell,156 Kim Ways Suite 713,West Palm Beach,FL,33714,Classic,74.31,4,2299.05
CMP-101305,Charles,Keller,359 Mcdowell Heights,Miami,FL,33674,Classic,52.48,8,2431.12
CMP-101306,Pamela,Jones,79010 Joseph Plaza,Miami,FL,33298,Classic,92.27,4,2391.53
CMP-101307,Lisa,Collins,91358 David Spring Suite 559,Hollywood,FL,34955,Classic,53.93,4,1624.0
CMP-101308,James,Parker,50180 Ford Hill,Hollywood,FL,33718,Multi-Platinum,1211.89,6,58688.6
CMP-101309,Keith,Mitchell,44148 Jared Port Suite 994,West Palm Beach,FL,34896,Platinum,637.88,3,11410.65
CMP-101310,Amanda,Smith,7326 Chavez Pine,Hollywood,FL,33349,Classic,72.56,2,1098.99
CMP-101311,Michelle,Dixon,769 Bennett Street,Boca Raton,FL,32859,Gold,197.22,5,7280.45
CMP-101312,Jennifer,Rivas,93582 david drive,Pembroke Pines,FL,00000,Classic,41.56,4,1027.31
CMP-101313,Evan,Taylor,83311 Ortiz Rapid,West Palm Beach,FL,34516,Classic,13.97,4,418.42
CMP-101314,Kelly,Rocha,878 Hernandez Crest,Miami,FL,33230,Platinum,666.17,3,14821.88
CMP-101315,Natalie,Nelson,51049 cooper mount,West Palm Beach,FL,32750,Gold,171.44,7,7230.98
CMP-101316,Michael,Anderson,80587 Erin Mission,Hollywood,FL,34648,Classic,81.48,8,3742.86
CMP-101317,Ashley,Alvarado,13255 elizabeth groves apt. 464,Hollywood,FL,34987,Classic,16.56,3,398.84
CMP-101318,Patricia,Fisher,33192 Alexandra Rapids,Pembroke Pines,FL,34742,Classic,90.23,2,1067.68
CMP-101319,Kelly,Brown,4327 William Way Apt. 324,Miami,FL,33209,Platinum,375.1,0,0.0
CMP-101320,James,Smith,00662 Wiggins Walk Apt. 082,Hollywood,FL,32249,Classic,71.67,3,1451.51
CMP-101321,Eric,Boyd,7707 Patel Streets Apt. 368,Hollywood,FL,33712,Gold,222.94,0,0.0
CMP-101322,Vicki,Burns,175 Christopher Pike,Boca Raton,FL,34705,Gold,180.05,1,1001.26
CMP-101323,Anna,Christensen,1454 Christine Rapids Suite 815,Hollywood,FL,33424,Classic,36.95,3,676.61
CMP-101324,Angel,Mercer,729 Bowers Ports Apt. 894,Fort Lauderdale,FL,32764,Classic,10.37,5,356.86
CMP-101325,Scott,Willis,08336 Brenda Mount,Miami,FL,33361,Platinum,723.25,2,11031.71
CMP-101326,Sara,Perez,9205 David Well,Boca Raton,FL,34080,Multi-Platinum,1422.32,1,9710.14
CMP-101327,David,Jones,13659 lamb crossing suite 396,Miami,FL,34302,Classic,84.18,3,1612.62
CMP-101328,Carlos,Anderson,47779 Janice Mountain Apt. 318,Pembroke Pines,FL,32581,Gold,256.04,4,6754.27
CMP-101329,Andrea,Greene,44647 Nathan Plains,Fort Lauderdale,FL,32529,Gold,240.67,5,6918.07
CMP-101330,Melanie,Knight,078 Raymond Street,West Palm Beach,FL,34309,Classic,17.36,2,266.41
CMP-101331,Scott,Carter,881 Caleb Dam,Boca Raton,FL,32084,Classic,37.25,3,702.19
CMP-101332,Joshua,Mason,6275 Hill Landing,Fort Lauderdale,FL,33963,Classic,82.82,6,3923.87
CMP-101333,Courtney,Lawrence,5676 Ricardo Corner Suite 728,West Palm Beach,FL,32857,Classic,72.44,5,2312.06
CMP-101334,Kristen,Saunders,6529 Nicole Roads Apt. 326,Miami,FL,34722,Platinum,356.79,2,4894.76
CMP-101335,John,Davis,7097 Miguel Lock Suite 016,West Palm Beach,FL,33452,Classic,29.76,11,2261.26
CMP-101336,Rhonda,Martin,092 Chelsea Estates Suite 361,Fort Lauderdale,FL,34868,Classic,36.94,6,1637.95
CMP-101337,Ashley,Thomas,16481 Ponce Mountain,Hollywood,FL,33551,Classic,95.74,6,4308.01
CMP-101338,Stephen,Lindsey,149 Johnson Row,Miami,FL,32744,Classic,91.56,5,3492.18
CMP-101339,Derek,Stokes,36372 Barnes Extensions,West Palm Beach,FL,34700,Platinum,610.68,3,11029.53
CMP-101340,Casey,Moody,003 Christopher Stream Suite 431,Fort Lauderdale,FL,34329,Gold,297.24,2,4055.52
CMP-101341,Frederick,Meyers,190 Kathryn Mills Suite 304,Miami,FL,32602,Classic,38.89,3,841.4
CMP-101342,Kathleen,Arias,94995 Mindy Ridge,Pembroke Pines,FL,32214,Gold,244.18,4,5946.65
CMP-101343,Stephen,Lucas,803 Porter Keys Apt. 271,Boca Raton,FL,33110,Classic,71.43,2,1100.88
CMP-101344,Justin,Harris,08193 Hernandez Stravenue,Boca Raton,FL,34124,Classic,36.13,2,463.89
CMP-101345,Gregory,Morris,29653 Kimberly Motorway,Fort Lauderdale,FL,34395,Gold,215.95,2,2443.15
CMP-101346,Erin,Gomez,6535 Velez Extensions Apt. 281,Hollywood,FL,34463,Classic,42.24,4,978.96
CMP-101347,Shaun,Robles,27125 Jessica Rue Suite 124,Pembroke Pines,FL,32959,Gold,212.99,5,5943.94
CMP-101348,Beverly,Kelly,448 Anthony Ways Apt. 293,Hollywood,FL,32493,Classic,13.8,5,507.98
CMP-101349,Jennifer,Howell,86658 Martinez Run,Boca Raton,FL,33538,Classic,57.02,4,1333.94
CMP-101350,Carlos,Bell,432 Amanda Mountain,Boca Raton,FL,34730,Gold,103.09,3,2257.02
CMP-101351,Tina,Manning,61327 Patricia Station,Miami,FL,33243,Gold,178.16,2,2804.69
CMP-101352,Brian,Schneider,43816 Shannon Drive,Hollywood,FL,32782,Classic,44.81,2,519.24
CMP-101353,Joyce,Moore,35669 Zachary Square,Hollywood,FL,32867,Platinum,371.85,6,13872.33
CMP-101354,Christina,Jackson,43742 Christopher Squares,Pembroke Pines,FL,34171,Classic,83.98,5,2412.1
CMP-101355,Rebecca,Johnston,953 Michele Point Suite 907,West Palm Beach,FL,34728,Classic,10.42,3,199.35
CMP-101356,Zachary,Thomas,83462 Martinez Groves,Fort Lauderdale,FL,32664,Classic,18.57,5,568.32
CMP-101357,Eric,Arnold,06583 Eric Freeway,Fort Lauderdale,FL,32718,Classic,52.72,6,2134.29
CMP-101358,Donna,Wilcox,75851 Debra Glen Apt. 545,Hollywood,FL,34545,Classic,43.74,3,740.65
CMP-101359,Kimberly,Lee,5955 Heather Mountain,West Palm Beach,FL,33606,Gold,279.3,5,8202.8
CMP-101360,Mary,Wilkins,488 Davis Flats,West Palm Beach,FL,34093,Gold,233.58,3,5465.2
CMP-101361,Jorge,Hernandez,175 Delgado Fields,Hollywood,FL,32023,Classic,17.55,1,106.18
CMP-101362,Lisa,Evans,234 Bradley Run,Pembroke Pines,FL,32418,Gold,224.4,2,2591.48
CMP-101363,Desiree,Green,348 Smith Forks Apt. 549,West Palm Beach,FL,33769,Platinum,411.38,4,9537.0
CMP-101364,Mario,Snyder,093 Sarah Valley Apt. 433,Fort Lauderdale,FL,33681,Gold,153.37,3,3147.71
CMP-101365,Tiffany,Lozano,5482 Crystal Lodge Apt. 797,Miami,FL,33584,Multi-Platinum,885.07,3,17683.42
CMP-101366,David,Horn,7174 Robinson Hill Suite 421,Fort Lauderdale,FL,34083,Multi-Platinum,2107.79,2,24028.03
CMP-101367,Joshua,Griffin,29885 Kevin Prairie,Hollywood,FL,33274,Classic,21.18,4,509.27
CMP-101368,Christopher,Adams,78141 Laura Crossing,Hollywood,FL,32285,Classic,49.18,7,2630.82
CMP-101369,Jason,Alexander,40844 Golden Isle,West Palm Beach,FL,34838,Classic,41.18,6,1443.87
CMP-101370,Marcus,Chapman,1101 Sanchez Trace,Fort Lauderdale,FL,32268,Platinum,398.61,2,5793.51
CMP-101371,Marissa,Smith,3673 Butler Plain,Miami,FL,33119,Gold,238.2,7,12903.66
CMP-101372,Kathy,Malone,2579 Lisa Lane Apt. 875,Hollywood,FL,32870,Classic,52.49,2,852.26
CMP-101373,Lauren,Mcgrath,815 Mclaughlin Fork Apt. 921,Hollywood,FL,32854,Classic,92.96,6,3481.93
CMP-101374,Albert,Johnson,652 Steven Crossing,Hollywood,FL,32870,Classic,13.98,7,638.49
CMP-101375,Douglas,Palmer,606 Walker Dam,Hollywood,FL,32725,Platinum,403.07,3,9242.81
CMP-101376,Shannon,Moore,498 Linda Fall Apt. 670,Hollywood,FL,34582,Gold,200.32,2,2747.14
CMP-101377,Jennifer,Collins,9375 Julia Well Suite 548,West Palm Beach,FL,34606,Classic,10.13,4,281.35
CMP-101378,Frank,Reilly,710 Camacho Walks Apt. 881,Fort Lauderdale,FL,32558,Classic,36.32,4,1009.39
CMP-101379,Amy,Myers,013 Amanda Falls,Boca Raton,FL,34287,Gold,270.83,6,9511.87
CMP-101380,Jesse,Robertson,357 Ewing Heights,Boca Raton,FL,34811,Gold,257.63,2,4055.62
CMP-101381,Natalie,Briggs,23331 Shaw Brook,Pembroke Pines,FL,33444,Classic,82.6,4,2410.35
CMP-101382,Amy,Perry,43830 Gabrielle Tunnel Suite 275,Hollywood,FL,34440,Classic,83.16,2,1342.42
CMP-101383,Megan,Mcpherson,47020 Daniel Glens,Hollywood,FL,33323,Platinum,403.02,4,10225.0
CMP-101384,Roy,Wright,2509 Harris Via Suite 984,Fort Lauderdale,FL,32877,Classic,77.89,2,918.88
CMP-101385,Alison,Pearson,55930 John Avenue,Fort Lauderdale,FL,34395,Gold,283.84,2,3770.62
CMP-101386,Christopher,Franklin,10947 Brittney Route Apt. 875,Fort Lauderdale,FL,33180,Platinum,646.47,5,19764.27
CMP-101387,Nicole,Wall,52602 Paul Manors,Fort Lauderdale,FL,33382,Classic,61.51,1,415.83
CMP-101388,Sandra,Kelly,369 George Extension Suite 917,Fort Lauderdale,FL,33304,Gold,264.49,5,8987.77
CMP-101389,Joseph,Martin,3305 Caleb Islands Suite 221,Hollywood,FL,33476,Gold,228.69,6,8088.48
CMP-101390,Kristin,Thompson,823 cochran st.s apt. 564,Pembroke Pines,FL,00000,Platinum,481.94,2,5698.56
CMP-101391,Erica,Owens,55030 Wood Villages Apt. 605,Boca Raton,FL,32022,Classic,70.95,4,1669.82
CMP-101392,Robert,Greene,636 Samuel Trace,Boca Raton,FL,33302,Platinum,608.23,2,9814.52
CMP-101393,Jamie,Ellis,2283 Williams Pines,Fort Lauderdale,FL,32854,Classic,21.75,6,841.0
CMP-101394,Jason,Snyder,03631 Eric Center Suite 843,Hollywood,FL,32795,Classic,45.05,7,2585.48
CMP-101395,Joyce,Fox,55078 Perry Road Suite 262,Pembroke Pines,FL,34877,Classic,38.81,3,645.82
CMP-101396,Whitney,Baker,68657 Dawn Flat Suite 667,Miami,FL,33521,Classic,98.88,5,3547.13
CMP-101397,Howard,Smith,691 Gaines Plains,West Palm Beach,FL,32381,Platinum,651.0,3,15670.99
CMP-101398,Cathy,Meyer,5582 Collins Burgs Suite 014,Miami,FL,33800,Classic,77.37,2,896.04
CMP-101399,Joseph,Rhodes,06202 Mathew Hollow Apt. 253,Pembroke Pines,FL,33928,Gold,157.11,3,2635.87
CMP-101400,Gregory,Hooper,65461 Devon Track Suite 509,Miami,FL,33036,Gold,198.38,1,1302.42
CMP-101401,Daniel,Thompson,4293 Mullins Burgs,Fort Lauderdale,FL,33927,Gold,185.79,1,1495.69
CMP-101402,Richard,Rodriguez,365 Janet Avenue Suite 379,West Palm Beach,FL,33889,Classic,47.91,4,1055.32
CMP-101403,Kelly,Robinson,652 Rodriguez Station Apt. 838,Fort Lauderdale,FL,32720,Gold,166.22,3,4086.95
CMP-101404,Mandy,Myers,951 Dawn Neck,Hollywood,FL,33933,Gold,158.11,6,5327.62
CMP-101405,Antonio,Aguilar,4400 Ortega Skyway Apt. 168,Fort Lauderdale,FL,32946,Platinum,518.37,2,6210.2
CMP-101406,Christine,Wood,262 Powers Haven Apt. 032,Hollywood,FL,33326,Gold,120.92,2,1894.75
CMP-101407,Sydney,Woods,29960 Guerrero Islands Suite 790,Fort Lauderdale,FL,34577,Classic,84.89,3,2004.84
CMP-101408,Tracey,Patel,173 Jones Freeway,Boca Raton,FL,32007,Classic,99.64,5,3224.94
CMP-101409,Michelle,House,46622 Greer Dale,Hollywood,FL,32853,Gold,103.36,7,5680.54
CMP-101410,Jason,Salinas,7002 Flores Cove,Boca Raton,FL,32909,Gold,137.05,3,2932.66
CMP-101411,Amber,Carter,218 Campos Curve,Hollywood,FL,32238,Gold,200.63,4,5646.14
CMP-101412,Jared,Colon,4371 Charles Fork Suite 648,Miami,FL,34816,Gold,250.75,3,5345.65
CMP-101413,Benjamin,Mayer,583 Belinda Oval Apt. 908,Hollywood,FL,34830,Classic,24.12,2,274.44
CMP-101414,Daniel,Phillips,10003 Robinson Forge,Hollywood,FL,32602,Classic,29.17,2,406.49
CMP-101415,Brooke,Smith,56529 Brent Forge,Pembroke Pines,FL,34695,Gold,273.57,9,20104.05
CMP-101416,Maria,Flores,11575 Samantha Terrace,Boca Raton,FL,32291,Classic,86.79,4,2480.91
CMP-101417,William,Mckee,83913 John Junctions Apt. 558,Hollywood,FL,32371,Gold,139.82,4,4240.8
CMP-101418,Joseph,Jones,962 Diaz Mews,Fort Lauderdale,FL,33100,Classic,41.9,2,562.84
CMP-101419,Justin,Vance,7916 Dunlap Unions,Hollywood,FL,33045,Gold,264.62,7,10357.36
CMP-101420,Jason,Porter,3797 Santos Street,Miami,FL,34170,Classic,53.7,5,1835.29
CMP-101421,Christopher,Brennan,78328 Berry Village,Boca Raton,FL,34499,Classic,81.56,3,1929.51
CMP-101422,James,Travis,363 Schwartz Trail Suite 474,Miami,FL,32832,Classic,14.98,5,470.47
CMP-101423,Justin,Adams,759 Frederick Views,Pembroke Pines,FL,32133,Classic,18.59,8,1190.33
CMP-101424,Heather,Foster,838 Jones Hill Suite 311,Miami,FL,34145,Classic,86.3,6,4084.75
CMP-101425,Troy,James,2617 Sherry Pines Apt. 753,Hollywood,FL,34236,Gold,163.2,4,4335.38
CMP-101426,Katrina,Hunter,638 Howell Parkways,Boca Raton,FL,33744,Classic,90.98,5,3525.88
CMP-101427,Jessica,Mcmahon,656 Tara Meadow,West Palm Beach,FL,34575,Platinum,734.01,6,27574.33
CMP-101428,Joel,Brown,599 Anderson Well Suite 521,Fort Lauderdale,FL,34080,Gold,299.77,2,4886.57
CMP-101429,Stephen,Wilson,52999 House Shores Apt. 614,Fort Lauderdale,FL,34070,Classic,64.66,10,4780.42
CMP-101430,Emily,Salazar,80141 Hampton Plain Apt. 647,Hollywood,FL,33542,Platinum,486.13,4,12161.76
CMP-101431,Kathryn,Murphy,4163 Simmons Knolls Suite 453,West Palm Beach,FL,32340,Classic,13.15,4,338.36
CMP-101432,Krista,Young,784 sullivan lights,Fort Lauderdale,FL,00000,Multi-Platinum,1927.03,1,11377.96
CMP-101433,John,Sims,266 Villarreal Station Suite 624,Miami,FL,34661,Platinum,466.55,3,8930.76
CMP-101434,Jessica,Brown,1263 Nathan Keys Suite 175,West Palm Beach,FL,32024,Classic,44.93,4,1049.58
CMP-101435,Michael,Yoder,205 James Courts Apt. 662,Fort Lauderdale,FL,34015,Classic,66.83,4,1970.06
CMP-101436,Benjamin,Marshall,3209 Lauren Trace Apt. 230,West Palm Beach,FL,33339,Platinum,316.23,5,10093.29
CMP-101437,Shelly,Holmes,4483 Sanchez Crescent,Miami,FL,34383,Platinum,608.97,6,22802.86
CMP-101438,Mark,Barrett,47052 Burnett Route Apt. 026,Pembroke Pines,FL,33455,Platinum,353.45,1,2678.73
CMP-101439,Adam,Atkins,7498 Christopher Throughway,Miami,FL,32449,Platinum,518.46,2,7322.04
CMP-101440,Johnny,Ellison,7837 Livingston Mission Apt. 223,Miami,FL,33262,Classic,44.94,5,1271.94
CMP-101441,Haley,Allen,2380 Scott Crossroad Apt. 442,Boca Raton,FL,32281,Classic,44.97,4,1119.0
CMP-101442,Lorraine,Zimmerman,04813 Andrew Junctions,Boca Raton,FL,33433,Classic,72.29,5,2852.79
CMP-101443,Jill,Garcia,53889 Christopher Lodge,Boca Raton,FL,32094,Gold,119.65,1,825.66
CMP-101444,Manuel,Watson,39497 Mendoza Creek,Hollywood,FL,33999,Multi-Platinum,2390.9,7,127155.02
CMP-101445,Thomas,Webster,784 Erin Falls,Hollywood,FL,32365,Gold,237.11,3,4014.34
CMP-101446,Christine,Adams,51124 John Orchard Apt. 952,Boca Raton,FL,33491,Platinum,699.14,2,10565.83
CMP-101447,Melissa,Sullivan,982 Moore Corner,Fort Lauderdale,FL,33740,Gold,229.74,2,3720.67
CMP-101448,Jose,Ford,7076 roberts coves,Miami,FL,00000,Classic,33.86,4,795.73
CMP-101449,Yvette,Hess,518 Logan Junctions Apt. 601,Fort Lauderdale,FL,32754,Classic,78.64,5,2209.19
CMP-101450,Suzanne,Miller,00034 William Cliff,Fort Lauderdale,FL,34615,Multi-Platinum,1631.52,1,11959.11
CMP-101451,James,Curry,5223 Hammond Viaduct Suite 694,Hollywood,FL,32273,Classic,49.83,5,1993.4
CMP-101452,Amber,Smith,821 Cameron Manor,Miami,FL,33324,Classic,88.1,4,2062.93
CMP-101453,Alexander,Warner,5400 Kayla Lock,Hollywood,FL,33708,Classic,77.19,5,2448.74
CMP-101454,Kevin,Perez,3186 Amanda Centers Suite 284,Miami,FL,33240,Classic,63.23,2,773.16
CMP-101455,Bethany,Hayes,528 Moore Locks,Hollywood,FL,34977,Gold,275.63,6,11272.32
CMP-101456,Larry,Fischer,6535 Griffith Rue,Hollywood,FL,32208,Gold,103.73,3,2189.74
CMP-101457,Jay,Lopez,25200 Smith Shoal Suite 940,Fort Lauderdale,FL,33508,Classic,99.55,4,2296.46
CMP-101458,Riley,Ramirez,43849 adams prairie,Pembroke Pines,FL,00000,Classic,58.93,1,375.48
CMP-101459,John,Webb,405 Carol Ridges,Boca Raton,FL,34257,Classic,74.02,4,2138.4
CMP-101460,Mark,Zavala,493 Bailey Stravenue,Boca Raton,FL,33556,Classic,55.13,7,3114.67
CMP-101461,Miguel,Vega,4378 Hill Mountains Apt. 434,Boca Raton,FL,32677,Gold,269.47,0,0.0
CMP-101462,Emily,Frank,0712 Mccarthy Trail,Boca Raton,FL,33518,Gold,290.44,1,2155.21
CMP-101463,Lauren,Blackburn,719 Amanda Keys Apt. 043,Boca Raton,FL,34471,Platinum,640.66,5,20305.84
CMP-101464,Michael,Drake,031 Williams Knoll Apt. 707,Hollywood,FL,34838,Classic,99.77,3,2270.64
CMP-101465,Michael,Harper,09358 Mathews Drive,Fort Lauderdale,FL,34818,Classic,12.78,5,362.06
CMP-101466,Craig,Bryant,60384 Barnett Bridge,Boca Raton,FL,33378,Classic,78.99,3,1429.67
CMP-101467,Darrell,Mcmillan,4022 Joshua Meadow Suite 496,Boca Raton,FL,34255,Platinum,678.51,5,22109.94
CMP-101468,Frances,Brown,6705 Miller Burgs Suite 103,Pembroke Pines,FL,34392,Gold,247.52,8,11884.7
CMP-101469,Teresa,Phillips,70623 Christine Circles,Hollywood,FL,34406,Gold,105.51,6,4073.32
CMP-101470,Tammy,Rodriguez,3596 Allen Brooks Suite 564,Hollywood,FL,32727,Multi-Platinum,1635.73,3,39104.26
CMP-101471,Kathleen,Holmes,59284 Brandon Plain Suite 738,Hollywood,FL,34079,Platinum,762.57,4,20104.3
CMP-101472,Brett,Torres,955 Kimberly Lights,Hollywood,FL,33911,Gold,279.25,6,9616.84
CMP-101473,Timothy,Herrera,0427 Pamela Run,Hollywood,FL,32140,Classic,58.66,0,0.0
CMP-101474,David,Wolfe,86883 Deanna Flats,Fort Lauderdale,FL,34840,Platinum,688.66,4,19187.33
CMP-101475,Angela,Vincent,959 Anthony Springs,Hollywood,FL,33529,Classic,56.51,8,3118.92
CMP-101476,Robert,Dodson,8077 Mullins Alley Suite 223,Fort Lauderdale,FL,34517,Classic,91.54,2,1028.32
CMP-101477,Anthony,Curtis,068 Kendra Gateway Apt. 074,Hollywood,FL,32370,Gold,215.18,4,5882.94
CMP-101478,Richard,Hale,9907 Amy Stream,Miami,FL,32160,Gold,213.23,1,1699.75
CMP-101479,Craig,Rodriguez,2181 Jones Vista Apt. 910,Pembroke Pines,FL,32227,Classic,23.25,8,1500.33
CMP-101480,Arthur,Johnson,33618 davis brook,Miami,FL,00000,Platinum,737.4,8,40434.45
CMP-101481,Rebecca,Anderson,0375 Powers Key,Pembroke Pines,FL,34827,Gold,240.18,3,4668.76
CMP-101482,Kevin,Brown,091 Brian Green Suite 719,Fort Lauderdale,FL,32947,Gold,186.32,4,4755.9
CMP-101483,Ariel,Montoya,9322 Ross Rest,Pembroke Pines,FL,34032,Gold,112.01,6,3897.97
CMP-101484,Lauren,Gordon,8167 Kimberly Orchard Suite 331,Boca Raton,FL,33829,Gold,222.3,2,3023.31
CMP-101485,Robert,Guerrero,5246 Scott Circles,Fort Lauderdale,FL,34912,Multi-Platinum,848.71,3,14626.62
CMP-101486,Tiffany,Osborn,653 Park Light Suite 180,Fort Lauderdale,FL,33529,Classic,15.64,4,346.0
CMP-101487,Mike,Smith,5171 Timothy Trail Apt. 409,Miami,FL,32411,Classic,99.86,5,3975.27
CMP-101488,Matthew,Johnson,0285 mckenzie view,West Palm Beach,FL,00000,Classic,96.29,4,2517.38
CMP-101489,Kayla,Salas,970 Brianna Centers,Fort Lauderdale,FL,33424,Classic,50.98,4,1410.94
CMP-101490,Amanda,Thompson,28111 Horton Ports,West Palm Beach,FL,33477,Platinum,366.78,0,0.0
